"id";"userID";"objectID";"eventType";"eventValue";"lastModified"
"3716190";"2711892";"303";"pageview";"3";"2018-07-23 14:09:42"
"3716216";"2711904";"4334";"pageview";"1";"2018-07-23 14:10:59"
"3712863";"1529905";"6259";"pageview";"2";"2018-07-23 14:11:37"
"3715959";"1529905";"6232";"pageview";"2";"2018-07-23 14:13:09"
"3716224";"2711892";"303";"order";"1";"2018-07-23 14:14:57"
"2702934";"1529905";"4799";"pageview";"16";"2018-07-23 14:15:33"
"3716225";"2711907";"5680";"pageview";"2";"2018-07-23 14:16:23"
"2905061";"1851102";"3661";"pageview";"6";"2018-07-23 14:16:43"
"3716227";"2711909";"5941";"pageview";"5";"2018-07-23 14:23:30"
"3716235";"2711911";"98";"pageview";"1";"2018-07-23 14:25:35"
"3716221";"2711903";"5941";"pageview";"23";"2018-07-23 14:30:37"
"3716237";"2711918";"445";"pageview";"1";"2018-07-23 14:31:31"
"3716239";"2711919";"4815";"pageview";"1";"2018-07-23 14:32:53"
"3653341";"2503871";"4224";"pageview";"2";"2018-07-23 14:33:01"
"3716241";"2711920";"725";"pageview";"1";"2018-07-23 14:35:40"
"3716242";"2711921";"303";"pageview";"2";"2018-07-23 14:36:29"
"3716051";"2711833";"3611";"pageview";"2";"2018-07-23 14:37:24"
"3683893";"2671095";"6256";"pageview";"3";"2018-07-23 14:39:26"
"3716244";"2711924";"1566";"pageview";"2";"2018-07-23 14:41:14"
"3716248";"2711926";"2950";"pageview";"1";"2018-07-23 14:42:35"
"3716249";"2711927";"2575";"pageview";"1";"2018-07-23 14:42:39"
"3124084";"1882146";"5684";"pageview";"38";"2018-07-23 14:43:39"
"3716252";"2711929";"3391";"pageview";"1";"2018-07-23 14:44:22"
"3716256";"2711928";"5932";"pageview";"1";"2018-07-23 14:45:09"
"3716257";"2711930";"5473";"pageview";"1";"2018-07-23 14:45:26"
"3716261";"2711931";"2067";"pageview";"1";"2018-07-23 14:46:15"
"3716262";"2711928";"6255";"pageview";"1";"2018-07-23 14:46:39"
"3716265";"2711928";"6282";"pageview";"1";"2018-07-23 14:47:17"
"3716267";"2711932";"5965";"pageview";"1";"2018-07-23 14:48:01"
"3716271";"2711935";"1745";"pageview";"1";"2018-07-23 14:51:09"
"3716276";"2678868";"4611";"pageview";"1";"2018-07-23 14:52:02"
"3716274";"2711936";"4699";"pageview";"2";"2018-07-23 14:52:08"
"3716280";"1668108";"6041";"pageview";"2";"2018-07-23 14:53:19"
"3716284";"1668108";"4911";"pageview";"1";"2018-07-23 14:54:17"
"3716288";"1668108";"6191";"pageview";"1";"2018-07-23 14:54:58"
"3716292";"2711940";"5974";"pageview";"1";"2018-07-23 14:55:20"
"3716293";"2711939";"5835";"pageview";"1";"2018-07-23 14:55:22"
"3716298";"2711939";"5837";"pageview";"1";"2018-07-23 14:55:48"
"3716300";"1668108";"300";"pageview";"1";"2018-07-23 14:55:59"
"3716302";"2084954";"5876";"pageview";"1";"2018-07-23 14:56:09"
"3716303";"2711934";"756";"pageview";"1";"2018-07-23 14:56:11"
"3716297";"2711941";"3350";"pageview";"2";"2018-07-23 14:56:29"
"3716309";"1668108";"5892";"pageview";"1";"2018-07-23 14:57:29"
"3350543";"2084954";"5930";"pageview";"4";"2018-07-23 14:57:57"
"3716313";"2711945";"6234";"pageview";"1";"2018-07-23 14:59:10"
"3716314";"2711934";"6197";"pageview";"1";"2018-07-23 14:59:16"
"3716321";"2711946";"3349";"pageview";"1";"2018-07-23 15:00:57"
"3716324";"2711947";"5732";"pageview";"1";"2018-07-23 15:02:56"
"3716325";"2084954";"5954";"pageview";"1";"2018-07-23 15:03:37"
"3716327";"2711948";"5256";"pageview";"1";"2018-07-23 15:09:05"
"3716318";"2711934";"4799";"pageview";"12";"2018-07-23 15:09:12"
"3716328";"2711341";"1252";"pageview";"1";"2018-07-23 15:13:33"
"3716331";"2711952";"4286";"pageview";"1";"2018-07-23 15:14:04"
"3716333";"2711341";"4963";"pageview";"1";"2018-07-23 15:14:39"
"3716336";"2711955";"303";"pageview";"1";"2018-07-23 15:15:48"
"3715124";"2711341";"1513";"pageview";"3";"2018-07-23 15:16:00"
"3716337";"2711956";"1513";"pageview";"1";"2018-07-23 15:17:11"
"3716338";"1668108";"5916";"pageview";"1";"2018-07-23 15:19:53"
"3716339";"1668108";"707";"pageview";"1";"2018-07-23 15:20:09"
"3716341";"2711957";"2331";"pageview";"1";"2018-07-23 15:20:16"
"3716344";"2711958";"4794";"pageview";"1";"2018-07-23 15:20:51"
"3716346";"2711957";"4911";"pageview";"1";"2018-07-23 15:21:06"
"3716350";"1668108";"5932";"pageview";"1";"2018-07-23 15:21:41"
"3716354";"1668108";"6255";"pageview";"1";"2018-07-23 15:22:21"
"3716357";"1668108";"6256";"pageview";"1";"2018-07-23 15:22:42"
"3716359";"1668108";"5876";"pageview";"1";"2018-07-23 15:23:05"
"3716363";"1529905";"6239";"pageview";"1";"2018-07-23 15:25:44"
"3716366";"2711962";"2331";"pageview";"1";"2018-07-23 15:29:57"
"3716369";"2711967";"4594";"pageview";"1";"2018-07-23 15:33:40"
"3716377";"2711970";"302";"pageview";"1";"2018-07-23 15:37:47"
"3716372";"2711970";"4911";"pageview";"2";"2018-07-23 15:38:55"
"3716380";"2711970";"5600";"pageview";"1";"2018-07-23 15:39:18"
"3716385";"2711973";"6259";"pageview";"1";"2018-07-23 15:39:57"
"3716383";"2711974";"5836";"pageview";"2";"2018-07-23 15:40:16"
"3716389";"2711970";"300";"pageview";"1";"2018-07-23 15:40:55"
"3716397";"2711980";"1476";"pageview";"1";"2018-07-23 15:44:54"
"3716400";"2711981";"6085";"pageview";"1";"2018-07-23 15:46:34"
"3716403";"2711983";"1237";"pageview";"1";"2018-07-23 15:48:38"
"3238845";"2381962";"305";"pageview";"3";"2018-07-23 15:51:39"
"3716407";"2711988";"5941";"pageview";"2";"2018-07-23 15:54:03"
"3716412";"2711989";"6243";"pageview";"1";"2018-07-23 15:55:49"
"3716415";"2711989";"6234";"pageview";"1";"2018-07-23 15:56:14"
"3716410";"2710178";"4388";"pageview";"4";"2018-07-23 15:58:16"
"3716417";"2711991";"305";"pageview";"1";"2018-07-23 16:00:12"
"3716420";"2707129";"5936";"pageview";"1";"2018-07-23 16:01:22"
"3716423";"2352804";"6042";"pageview";"1";"2018-07-23 16:02:13"
"3706581";"2705564";"581";"pageview";"5";"2018-07-23 16:04:09"
"3716424";"2711994";"5941";"pageview";"3";"2018-07-23 16:06:56"
"3716428";"2711996";"26";"pageview";"1";"2018-07-23 16:07:43"
"3716435";"2701006";"5974";"pageview";"1";"2018-07-23 16:11:26"
"3716436";"2701006";"6282";"pageview";"1";"2018-07-23 16:11:40"
"3716437";"2701006";"6256";"pageview";"1";"2018-07-23 16:11:56"
"3716438";"2701006";"6259";"pageview";"1";"2018-07-23 16:12:16"
"3716439";"2701006";"1276";"pageview";"1";"2018-07-23 16:12:26"
"3686658";"2683996";"390";"pageview";"4";"2018-07-23 16:20:09"
"3716442";"2712001";"5170";"pageview";"1";"2018-07-23 16:24:44"
"3716330";"2711341";"3709";"pageview";"2";"2018-07-23 16:34:10"
"3716445";"2712010";"303";"pageview";"1";"2018-07-23 16:35:51"
"3716447";"2712011";"303";"pageview";"1";"2018-07-23 16:36:21"
"3716450";"2712014";"2331";"pageview";"1";"2018-07-23 16:37:43"
"3716451";"2654765";"6245";"pageview";"1";"2018-07-23 16:37:53"
"3716454";"2712015";"652";"pageview";"1";"2018-07-23 16:38:18"
"3716457";"2712012";"4388";"pageview";"2";"2018-07-23 16:42:38"
"3716467";"2712018";"4945";"pageview";"1";"2018-07-23 16:43:21"
"3716460";"2712016";"1237";"pageview";"2";"2018-07-23 16:44:46"
"3694678";"2699222";"5852";"pageview";"2";"2018-07-23 16:46:13"
"3716465";"2712017";"305";"pageview";"4";"2018-07-23 16:50:06"
"2120843";"1529905";"74";"pageview";"15";"2018-07-23 16:50:57"
"3350938";"1529905";"5930";"pageview";"19";"2018-07-23 16:51:12"
"1992558";"1529905";"70";"pageview";"9";"2018-07-23 16:51:21"
"3716471";"2639576";"6191";"pageview";"1";"2018-07-23 16:51:39"
"3716474";"1529905";"5954";"pageview";"1";"2018-07-23 16:52:26"
"2321429";"1529905";"4646";"pageview";"10";"2018-07-23 16:52:36"
"3716476";"2712019";"1513";"pageview";"3";"2018-07-23 16:54:36"
"3716480";"2712020";"5059";"pageview";"2";"2018-07-23 16:59:40"
"3716484";"2712021";"440";"pageview";"1";"2018-07-23 17:00:40"
"3716487";"2712025";"403";"pageview";"1";"2018-07-23 17:04:38"
"3716491";"2712029";"4404";"pageview";"3";"2018-07-23 17:13:22"
"3676300";"2192830";"6155";"pageview";"2";"2018-07-23 17:13:46"
"3716498";"2712031";"303";"pageview";"3";"2018-07-23 17:14:12"
"3716502";"2712035";"652";"pageview";"1";"2018-07-23 17:14:30"
"3716503";"2192830";"389";"pageview";"1";"2018-07-23 17:14:41"
"3716507";"2712036";"3840";"pageview";"1";"2018-07-23 17:17:57"
"3716488";"2712028";"2331";"pageview";"2";"2018-07-23 17:19:02"
"3716510";"2712037";"84";"pageview";"2";"2018-07-23 17:19:43"
"3716512";"2712038";"4815";"pageview";"1";"2018-07-23 17:20:41"
"3716495";"2712030";"303";"pageview";"4";"2018-07-23 17:21:48"
"3716511";"2712036";"6241";"pageview";"2";"2018-07-23 17:24:03"
"3716517";"2712042";"5415";"pageview";"1";"2018-07-23 17:24:36"
"3716519";"2712036";"6245";"pageview";"2";"2018-07-23 17:25:51"
"3716522";"2712043";"303";"pageview";"1";"2018-07-23 17:32:10"
"3716524";"2712045";"4620";"pageview";"1";"2018-07-23 17:33:29"
"3716530";"2712047";"5941";"pageview";"1";"2018-07-23 17:37:44"
"3716537";"2712048";"6084";"pageview";"1";"2018-07-23 17:40:17"
"3716539";"2712049";"4710";"pageview";"1";"2018-07-23 17:41:00"
"3716526";"2712046";"6241";"pageview";"2";"2018-07-23 17:41:41"
"3716541";"2712049";"5711";"pageview";"1";"2018-07-23 17:43:05"
"3716543";"2712051";"2104";"pageview";"1";"2018-07-23 17:44:26"
"3716547";"2712049";"5725";"pageview";"1";"2018-07-23 17:44:52"
"3716549";"2712049";"5727";"pageview";"1";"2018-07-23 17:45:32"
"3716551";"2712052";"3712";"pageview";"1";"2018-07-23 17:47:11"
"3716441";"2701006";"6255";"pageview";"2";"2018-07-23 17:51:25"
"3716534";"2712046";"29";"pageview";"25";"2018-07-23 17:52:22"
"3716554";"2712046";"5238";"pageview";"1";"2018-07-23 17:52:43"
"3716559";"2712046";"1401";"pageview";"3";"2018-07-23 17:54:29"
"3716562";"2712046";"6246";"pageview";"2";"2018-07-23 17:56:57"
"3716565";"2712046";"6245";"pageview";"1";"2018-07-23 17:57:22"
"3716567";"2712046";"390";"pageview";"1";"2018-07-23 17:58:27"
"3716574";"2647609";"4919";"pageview";"1";"2018-07-23 18:04:09"
"3716577";"2712061";"6241";"pageview";"1";"2018-07-23 18:05:00"
"3716570";"2712055";"4802";"pageview";"3";"2018-07-23 18:06:02"
"3716580";"2712062";"4594";"pageview";"1";"2018-07-23 18:09:37"
"3716588";"2712064";"581";"pageview";"1";"2018-07-23 18:11:33"
"3716581";"2712046";"26";"pageview";"2";"2018-07-23 18:11:49"
"3716592";"2712046";"30";"pageview";"1";"2018-07-23 18:14:47"
"3716596";"2712066";"4620";"pageview";"1";"2018-07-23 18:17:39"
"3716600";"2712068";"6022";"pageview";"1";"2018-07-23 18:23:39"
"3716603";"2712074";"5768";"pageview";"1";"2018-07-23 18:26:09"
"3716604";"2712075";"324";"pageview";"1";"2018-07-23 18:27:29"
"3716605";"2712076";"2265";"pageview";"1";"2018-07-23 18:28:30"
"3716607";"2712077";"4699";"pageview";"1";"2018-07-23 18:28:41"
"3496343";"2212785";"871";"pageview";"22";"2018-07-23 18:29:28"
"3708835";"2212785";"4487";"pageview";"2";"2018-07-23 18:30:43"
"3716611";"2712080";"22";"pageview";"1";"2018-07-23 18:32:04"
"3716614";"2712081";"167";"pageview";"1";"2018-07-23 18:32:26"
"3716617";"2712085";"64";"pageview";"1";"2018-07-23 18:35:32"
"3716618";"2212785";"4764";"pageview";"1";"2018-07-23 18:37:37"
"3716621";"2712087";"4702";"pageview";"1";"2018-07-23 18:37:54"
"3716625";"2712090";"5296";"pageview";"1";"2018-07-23 18:43:03"
"3716628";"2712092";"632";"pageview";"1";"2018-07-23 18:45:11"
"3716631";"2712095";"5668";"pageview";"1";"2018-07-23 18:49:08"
"3716635";"2699324";"5748";"pageview";"1";"2018-07-23 18:51:31"
"3694932";"2699324";"80";"pageview";"3";"2018-07-23 18:51:48"
"3650407";"1937777";"6224";"pageview";"3";"2018-07-23 18:52:51"
"3716636";"1937777";"6219";"pageview";"1";"2018-07-23 18:54:05"
"3716637";"2712096";"3856";"pageview";"1";"2018-07-23 18:54:18"
"3711475";"1937777";"390";"pageview";"3";"2018-07-23 18:54:54"
"3716640";"1937777";"5938";"pageview";"1";"2018-07-23 18:56:24"
"3716642";"2712098";"302";"pageview";"1";"2018-07-23 18:57:19"
"3080102";"1937777";"4487";"pageview";"2";"2018-07-23 18:59:28"
"3716646";"2712036";"105";"pageview";"1";"2018-07-23 19:04:04"
"3716648";"2712099";"30";"pageview";"1";"2018-07-23 19:04:25"
"3716651";"2712101";"2331";"pageview";"1";"2018-07-23 19:05:45"
"3716655";"2712102";"5274";"pageview";"1";"2018-07-23 19:09:59"
"3716657";"2712104";"2265";"pageview";"1";"2018-07-23 19:14:49"
"3716660";"2712107";"2258";"pageview";"1";"2018-07-23 19:16:19"
"3716664";"2712108";"1237";"pageview";"3";"2018-07-23 19:19:47"
"3716666";"2710074";"970";"pageview";"2";"2018-07-23 19:21:28"
"3716671";"2712110";"1353";"pageview";"1";"2018-07-23 19:22:11"
"3716670";"2712109";"581";"pageview";"2";"2018-07-23 19:23:00"
"3716432";"2711998";"3438";"pageview";"3";"2018-07-23 19:24:46"
"3716676";"2712111";"3302";"pageview";"1";"2018-07-23 19:25:11"
"3716678";"2712112";"5941";"pageview";"1";"2018-07-23 19:27:10"
"3716681";"2712108";"1439";"pageview";"1";"2018-07-23 19:32:52"
"3716684";"2712115";"55";"pageview";"1";"2018-07-23 19:40:52"
"3682513";"2688833";"5930";"pageview";"2";"2018-07-23 19:43:26"
"3716687";"2712120";"4852";"pageview";"1";"2018-07-23 19:48:43"
"3651105";"2662311";"1237";"pageview";"3";"2018-07-23 19:52:04"
"3716692";"2712123";"5941";"pageview";"1";"2018-07-23 19:52:29"
"3716688";"2654997";"3234";"pageview";"3";"2018-07-23 19:53:13"
"3716696";"2712124";"1864";"pageview";"1";"2018-07-23 19:54:43"
"3716699";"2712126";"107";"pageview";"1";"2018-07-23 19:56:30"
"3716712";"2712129";"6006";"pageview";"1";"2018-07-23 19:59:38"
"3716717";"2712130";"6234";"pageview";"1";"2018-07-23 20:00:44"
"3716719";"2712132";"3864";"pageview";"1";"2018-07-23 20:00:57"
"3716724";"2712133";"6042";"pageview";"1";"2018-07-23 20:02:09"
"3716725";"2712134";"725";"pageview";"2";"2018-07-23 20:03:07"
"3716731";"2712136";"4691";"pageview";"1";"2018-07-23 20:04:43"
"3716394";"2711976";"105";"pageview";"2";"2018-07-23 20:06:23"
"3716736";"2539658";"5836";"pageview";"2";"2018-07-23 20:06:30"
"3716743";"2712138";"6151";"pageview";"1";"2018-07-23 20:08:15"
"3716703";"2712127";"5851";"pageview";"3";"2018-07-23 20:08:40"
"3716745";"2712139";"4487";"pageview";"1";"2018-07-23 20:11:32"
"3716705";"2712127";"6283";"pageview";"3";"2018-07-23 20:14:54"
"3716749";"2712140";"3830";"pageview";"2";"2018-07-23 20:15:38"
"3716751";"2712127";"6268";"pageview";"2";"2018-07-23 20:17:13"
"3716755";"2712144";"5061";"pageview";"1";"2018-07-23 20:19:28"
"3716704";"2712127";"6269";"pageview";"5";"2018-07-23 20:21:14"
"3716759";"2712151";"96";"pageview";"1";"2018-07-23 20:27:43"
"3716739";"2712138";"5890";"pageview";"2";"2018-07-23 20:28:49"
"3716760";"2712150";"6008";"pageview";"1";"2018-07-23 20:29:06"
"3716764";"2712150";"2796";"pageview";"1";"2018-07-23 20:30:05"
"3716768";"2625496";"6201";"pageview";"1";"2018-07-23 20:38:54"
"3716771";"2712158";"106";"pageview";"1";"2018-07-23 20:39:25"
"3716772";"2712157";"2033";"pageview";"1";"2018-07-23 20:39:43"
"3716775";"2712159";"5966";"pageview";"1";"2018-07-23 20:39:53"
"3708815";"2212785";"6241";"pageview";"2";"2018-07-23 20:39:53"
"3716779";"2712160";"3391";"pageview";"1";"2018-07-23 20:41:55"
"3716780";"2212785";"868";"pageview";"1";"2018-07-23 20:43:04"
"3615549";"2212785";"1401";"pageview";"5";"2018-07-23 20:45:52"
"3716784";"2712165";"725";"pageview";"2";"2018-07-23 20:48:48"
"3716785";"2712166";"5147";"pageview";"1";"2018-07-23 20:49:43"
"3716788";"2212785";"5371";"pageview";"1";"2018-07-23 20:50:09"
"3716789";"2712167";"4686";"pageview";"1";"2018-07-23 20:50:11"
"3670776";"2677079";"2331";"pageview";"7";"2018-07-23 20:51:08"
"3716794";"2712168";"652";"pageview";"1";"2018-07-23 20:53:32"
"3716798";"2712169";"4963";"pageview";"1";"2018-07-23 20:54:10"
"3716799";"2712170";"6282";"pageview";"2";"2018-07-23 20:54:15"
"3541423";"2583534";"5876";"pageview";"16";"2018-07-23 20:56:06"
"3716802";"2712172";"1864";"pageview";"1";"2018-07-23 20:56:25"
"3716803";"2583534";"108";"pageview";"1";"2018-07-23 20:58:27"
"3716807";"2712177";"5836";"pageview";"2";"2018-07-23 20:59:48"
"3716702";"2712127";"4347";"pageview";"8";"2018-07-23 21:00:32"
"3716814";"2712170";"6282";"order";"1";"2018-07-23 21:00:50"
"3716815";"2712177";"6285";"pageview";"1";"2018-07-23 21:01:39"
"3716818";"2712179";"5514";"pageview";"2";"2018-07-23 21:06:12"
"3716821";"2712181";"5941";"pageview";"1";"2018-07-23 21:08:21"
"3716824";"2712183";"1237";"pageview";"1";"2018-07-23 21:13:02"
"3716825";"2712184";"107";"pageview";"1";"2018-07-23 21:13:04"
"3716826";"2712185";"2406";"pageview";"1";"2018-07-23 21:13:13"
"3716828";"2712182";"3126";"pageview";"1";"2018-07-23 21:13:20"
"3716837";"2712187";"4699";"pageview";"1";"2018-07-23 21:15:38"
"3716841";"2712190";"5266";"pageview";"1";"2018-07-23 21:17:21"
"3716845";"2712191";"303";"pageview";"1";"2018-07-23 21:18:43"
"3716851";"2712192";"5662";"pageview";"1";"2018-07-23 21:21:32"
"3716853";"2712195";"4015";"pageview";"1";"2018-07-23 21:22:40"
"3716855";"2697952";"168";"pageview";"1";"2018-07-23 21:22:47"
"3716862";"2697952";"4685";"pageview";"2";"2018-07-23 21:23:22"
"3716866";"2712197";"632";"pageview";"1";"2018-07-23 21:24:20"
"3716849";"2712182";"3127";"pageview";"2";"2018-07-23 21:24:56"
"3716870";"2712198";"4757";"pageview";"1";"2018-07-23 21:25:17"
"3692444";"2697952";"4010";"pageview";"7";"2018-07-23 21:25:30"
"3716873";"2712200";"4595";"pageview";"2";"2018-07-23 21:27:05"
"3716860";"2712196";"5238";"pageview";"2";"2018-07-23 21:30:04"
"3716874";"2712204";"1566";"pageview";"1";"2018-07-23 21:31:48"
"3716879";"2712206";"114";"pageview";"1";"2018-07-23 21:35:29"
"3716882";"2712206";"6142";"pageview";"1";"2018-07-23 21:37:42"
"3716885";"2712206";"5938";"pageview";"1";"2018-07-23 21:38:32"
"3716888";"2712206";"90";"pageview";"1";"2018-07-23 21:39:56"
"3716889";"2712208";"2331";"pageview";"1";"2018-07-23 21:40:58"
"3716891";"2712209";"440";"pageview";"2";"2018-07-23 21:42:13"
"3716894";"2712210";"2618";"pageview";"1";"2018-07-23 21:42:37"
"3716876";"2712207";"2331";"pageview";"2";"2018-07-23 21:44:09"
"3716896";"2712211";"331";"pageview";"1";"2018-07-23 21:46:45"
"3716902";"2712213";"4620";"pageview";"1";"2018-07-23 21:47:34"
"3716905";"2712215";"4595";"pageview";"1";"2018-07-23 21:47:46"
"3716910";"2657192";"5635";"pageview";"1";"2018-07-23 21:48:22"
"3716917";"2712217";"3350";"pageview";"1";"2018-07-23 21:50:32"
"3716899";"2712212";"4799";"pageview";"3";"2018-07-23 21:51:00"
"3716912";"2712214";"5236";"pageview";"2";"2018-07-23 21:51:48"
"3716904";"2712214";"6127";"pageview";"2";"2018-07-23 21:51:59"
"3716920";"2657192";"5643";"pageview";"3";"2018-07-23 21:52:57"
"3716923";"2712218";"4911";"pageview";"1";"2018-07-23 21:53:41"
"3716924";"2712222";"4620";"pageview";"1";"2018-07-23 21:59:19"
"3716925";"2657192";"4720";"pageview";"1";"2018-07-23 21:59:37"
"3716929";"2712221";"5836";"pageview";"2";"2018-07-23 22:00:28"
"3716934";"2712224";"420";"pageview";"1";"2018-07-23 22:01:14"
"3716937";"2657192";"4815";"pageview";"1";"2018-07-23 22:02:51"
"3716940";"2712226";"1237";"pageview";"1";"2018-07-23 22:05:05"
"3716942";"2712229";"1062";"pageview";"1";"2018-07-23 22:06:13"
"3716945";"1851102";"6286";"pageview";"1";"2018-07-23 22:08:21"
"3716947";"2712232";"4799";"pageview";"1";"2018-07-23 22:08:39"
"3716952";"2712014";"2258";"pageview";"1";"2018-07-23 22:09:00"
"3627163";"2517870";"390";"pageview";"4";"2018-07-23 22:10:22"
"3716946";"2712231";"787";"pageview";"2";"2018-07-23 22:11:29"
"3624962";"2643834";"4015";"pageview";"2";"2018-07-23 22:11:50"
"3716958";"2712239";"143";"pageview";"1";"2018-07-23 22:19:52"
"3716960";"2712242";"725";"pageview";"1";"2018-07-23 22:21:41"
"3716962";"2712243";"169";"pageview";"1";"2018-07-23 22:21:57"
"3716969";"2712246";"854";"pageview";"2";"2018-07-23 22:24:32"
"3716975";"2712248";"4015";"pageview";"1";"2018-07-23 22:25:11"
"3716970";"2712247";"632";"pageview";"2";"2018-07-23 22:27:58"
"3716977";"2712252";"632";"pageview";"1";"2018-07-23 22:31:09"
"3716980";"2712255";"3127";"pageview";"1";"2018-07-23 22:35:14"
"3716935";"2712224";"5836";"pageview";"5";"2018-07-23 22:36:56"
"3716984";"2712257";"2618";"pageview";"1";"2018-07-23 22:38:00"
"3716986";"2712259";"4011";"pageview";"1";"2018-07-23 22:38:54"
"3716991";"2276161";"5974";"pageview";"2";"2018-07-23 22:41:06"
"3716995";"2712264";"4284";"pageview";"1";"2018-07-23 22:41:12"
"3716997";"2276161";"5974";"order";"1";"2018-07-23 22:44:42"
"3717003";"2712277";"1353";"pageview";"1";"2018-07-23 22:50:34"
"3717005";"2712279";"398";"pageview";"1";"2018-07-23 22:51:03"
"3684458";"2692920";"6227";"pageview";"2";"2018-07-23 22:54:20"
"3717015";"2712282";"1689";"pageview";"1";"2018-07-23 23:00:34"
"3717016";"2712284";"303";"pageview";"1";"2018-07-23 23:02:08"
"3717022";"2712290";"5836";"pageview";"1";"2018-07-23 23:08:17"
"3717018";"2712289";"5836";"pageview";"2";"2018-07-23 23:08:54"
"3322322";"1966609";"5892";"pageview";"25";"2018-07-23 23:10:05"
"3703446";"1966609";"6282";"pageview";"8";"2018-07-23 23:10:46"
"3717023";"2712293";"5836";"pageview";"1";"2018-07-23 23:12:27"
"3717025";"2712293";"4347";"pageview";"1";"2018-07-23 23:14:22"
"3717027";"2526035";"300";"pageview";"1";"2018-07-23 23:22:49"
"3515478";"2526035";"3365";"pageview";"3";"2018-07-23 23:25:20"
"3716998";"2712270";"2618";"pageview";"3";"2018-07-23 23:27:51"
"3717031";"2712301";"169";"pageview";"1";"2018-07-23 23:34:24"
"3717033";"2712302";"2649";"pageview";"3";"2018-07-23 23:37:21"
"3717037";"2712303";"3722";"pageview";"1";"2018-07-23 23:37:47"
"3717042";"2712309";"49";"pageview";"1";"2018-07-23 23:53:00"
"3716959";"2712241";"2384";"pageview";"5";"2018-07-24 00:15:42"
"3717043";"2712311";"5246";"pageview";"2";"2018-07-24 00:18:30"
"3717046";"2712316";"263";"pageview";"1";"2018-07-24 00:27:59"
"3717049";"2712316";"3127";"pageview";"1";"2018-07-24 00:36:02"
"3717052";"2712333";"1566";"pageview";"2";"2018-07-24 02:35:18"
"3717055";"2712335";"5421";"pageview";"1";"2018-07-24 02:45:44"
"3717056";"2712337";"5968";"pageview";"1";"2018-07-24 03:03:12"
"3717059";"2712345";"725";"pageview";"2";"2018-07-24 03:53:46"
"3717061";"2712352";"6243";"pageview";"1";"2018-07-24 04:22:30"
"3717064";"2712371";"2044";"pageview";"1";"2018-07-24 05:35:29"
"3717062";"2712371";"681";"pageview";"3";"2018-07-24 05:36:56"
"3717072";"2712373";"389";"pageview";"1";"2018-07-24 05:48:47"
"3717067";"2712373";"2331";"pageview";"2";"2018-07-24 05:49:02"
"3717075";"2712374";"3128";"pageview";"1";"2018-07-24 06:13:29"
"3717078";"2712383";"725";"pageview";"1";"2018-07-24 06:38:14"
"3603773";"1851102";"1276";"pageview";"9";"2018-07-24 06:46:01"
"3378189";"2474719";"302";"pageview";"2";"2018-07-24 06:50:53"
"3717079";"2712385";"3362";"pageview";"1";"2018-07-24 06:51:27"
"3378155";"2474719";"300";"pageview";"4";"2018-07-24 06:52:38"
"3717080";"2712390";"6227";"pageview";"1";"2018-07-24 07:03:17"
"3717083";"2712391";"5342";"pageview";"1";"2018-07-24 07:04:43"
"3717086";"2712393";"331";"pageview";"1";"2018-07-24 07:05:36"
"3717091";"1874591";"249";"pageview";"1";"2018-07-24 07:06:05"
"3717092";"2712391";"5339";"pageview";"1";"2018-07-24 07:06:10"
"3717096";"2712391";"5988";"pageview";"1";"2018-07-24 07:07:28"
"3717102";"2712394";"3611";"pageview";"1";"2018-07-24 07:15:44"
"3717106";"2712395";"28";"pageview";"1";"2018-07-24 07:21:45"
"3717110";"2712401";"5668";"pageview";"1";"2018-07-24 07:37:26"
"3694957";"1675813";"6231";"pageview";"2";"2018-07-24 07:39:58"
"3717113";"2712402";"3280";"pageview";"1";"2018-07-24 07:45:23"
"3717115";"2712403";"3438";"pageview";"1";"2018-07-24 07:48:47"
"3717117";"2712404";"3127";"pageview";"1";"2018-07-24 07:48:54"
"3717120";"2712405";"4011";"pageview";"1";"2018-07-24 07:50:50"
"3717122";"2712408";"3611";"pageview";"1";"2018-07-24 07:53:06"
"3717126";"2712410";"5932";"pageview";"1";"2018-07-24 07:56:29"
"2888171";"2165996";"5266";"pageview";"4";"2018-07-24 07:57:11"
"3717127";"2165996";"5932";"pageview";"1";"2018-07-24 07:58:40"
"3717129";"2712413";"4286";"pageview";"1";"2018-07-24 08:00:46"
"3708346";"2589579";"4483";"pageview";"6";"2018-07-24 08:04:02"
"3717131";"2712414";"4911";"pageview";"1";"2018-07-24 08:04:12"
"3701453";"2589579";"420";"pageview";"4";"2018-07-24 08:05:14"
"3717136";"2712417";"787";"pageview";"1";"2018-07-24 08:10:27"
"3717142";"2712419";"2331";"pageview";"1";"2018-07-24 08:15:19"
"3717144";"2712420";"5047";"pageview";"1";"2018-07-24 08:17:35"
"3717147";"2712421";"725";"pageview";"1";"2018-07-24 08:17:58"
"2526426";"1690723";"333";"pageview";"8";"2018-07-24 08:22:58"
"3717154";"2712425";"303";"pageview";"1";"2018-07-24 08:23:03"
"3559721";"1690723";"2856";"pageview";"5";"2018-07-24 08:26:33"
"3717156";"2123128";"6259";"pageview";"1";"2018-07-24 08:28:23"
"3645237";"2656943";"5047";"pageview";"2";"2018-07-24 08:29:14"
"3717158";"2712428";"3611";"pageview";"2";"2018-07-24 08:33:17"
"3717133";"2589579";"5703";"pageview";"3";"2018-07-24 08:36:12"
